ID,smiles,BDE,Density,DetoD,DetoP,HOF_S,Td
RNN_38,N=c1c([N+](=O)[O-])c([N+](=O)[O-])nc(N)n1[N+](=O)[O-],192.43782160354726,1.887204257142846,8472.302873254514,33.774579036448316,92.26586006757239,157.73823128127498
RNN_39,N=c1n([N+](=O)[O-])cc([N+](=O)[O-])n1[N+](=O)[O-],166.15139805827806,1.865532703973586,8827.216382254457,36.086283758629804,162.64885346666418,148.17660634990506
RNN_40,O=[N+]([O-])C=C1N=C([N+](=O)[O-])NN1N[N+](=O)[O-],154.99672562597425,1.843302914223495,8760.103154029215,35.13655317954854,133.9363840249563,129.48270116664204
RNN_41,O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])cn1N[N+](=O)[O-],190.73031700251093,1.8508935362217278,8641.930599803323,34.43391431280615,103.58235314317156,134.11945613003456
RNN_42,O=[N+]([O-])Nn1nc([N+](=O)[O-])n2c([N+](=O)[O-])nnc12,184.14806468493632,1.926345314534407,9350.122402712364,40.495161888968575,509.5509638321274,136.3280205663997
RNN_43,Nc1c([N+](=O)[O-])c(=NN[N+](=O)[O-])c1=O,211.68055830236918,1.838405753901648,7928.369411290148,28.2442412544254,-21.967655608158054,150.86456745950278
RNN_44,Nc1nc2c(nc([N+](=O)[O-])n2N)c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],192.18477771423133,1.805035744185852,8191.098616725774,30.588426227298182,369.97117567800444,147.57755527750302
RNN_45,NN=c1c([N+](=O)[O-])c([N+](=O)[O-])nc(N)n1[N+](=O)[O-],188.10458701748382,1.89424969374901,8481.979588173941,33.7490187656649,159.36073364917726,164.12712022916395
RNN_46,NC1=C(N[N+](=O)[O-])N(N)C1=NN[N+](=O)[O-],135.00742093983206,1.7960026946827945,8065.793554340893,30.371834948826304,229.42198168127575,170.92324939673233
RNN_47,NN1NN(N[N+](=O)[O-])C1=C[N+](=O)[O-],168.50449221038187,1.8267445709717713,8831.229706261478,33.77852332267969,304.80240197819285,128.81027725229234
RNN_48,O=C1C(=C[N+](=O)[O-])N=CN(N[N+](=O)[O-])N1N[N+](=O)[O-],130.87835607223124,1.7903343934847658,8358.625266164347,30.62417888839934,28.320221832377626,99.0462160597767
RNN_49,Nn1[nH]c(=O)n(N[N+](=O)[O-])c1=O,171.659785957716,1.8970593146206691,8205.845862368971,32.17159587404309,-214.72682178065403,175.45836243139547
RNN_50,Nc1nn([N+](=O)[O-])c2c([N+](=O)[O-])c(C=N[N+](=O)[O-])nn12,180.1279378935232,1.8190206171614731,8040.139621055629,30.468310518882493,376.4726638315235,153.73767684732394
RNN_51,Nn1c(=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(N)c1=O,170.67030032839943,1.8445594797853073,8138.490458637226,31.908534321428903,60.83660981884623,136.4965399700457
RNN_52,Nn1c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c21,164.55491887469037,1.7822959819463364,8067.336324463673,30.28255561218836,229.65758052390956,116.10852179372623
RNN_53,NN=c1c(N[N+](=O)[O-])cn(N[N+](=O)[O-])c(N)c1N,133.26993392745592,1.749718497533739,7340.3500048997485,23.536005782327756,168.3185541327761,180.02513555704277
RNN_54,NC1=Nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],231.97786142092963,1.8629689588215197,8011.171611439819,29.92925124618711,228.44362861979673,182.55627627342926
RNN_55,Nc1nc2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)[nH]c2n1[N+](=O)[O-],149.91929443079522,1.9052422292102986,8193.949862019486,33.286200346025495,78.81682269583712,148.2384400391073
RNN_56,NN1C(=C[N+](=O)[O-])N=C1N[N+](=O)[O-],142.1923534134392,1.7581879056007854,8049.462923408619,27.28346735600373,172.06710120979258,174.80248838150086
RNN_57,Nc1[n-][n+](=O)c(N)nc1[N+](=O)[O-],314.7483835243106,1.8182496570496782,8258.01028461081,29.145656458758065,97.56541597704992,224.40320204291007
RNN_58,O=[N+]([O-])NN=c1[nH]nc([N+](=O)[O-])[nH]1,203.17434541610152,1.8981181962485407,8758.049360246905,35.80453587288834,200.8132999784983,176.22838038379012
RNN_59,Nn1nc([N+](=O)[O-])n2nc(N[N+](=O)[O-])nc12,165.0493215055672,1.8692233343160223,8553.572911720365,34.59366216834823,414.38084848959,170.38038738339972
RNN_60,Nn1nnn(C=N[N+](=O)[O-])c1=O,153.88365750409187,1.8105650375700544,8372.861791246269,31.637435837985294,226.6228189344428,151.541250570678
RNN_61,NN=c1[nH]c([N+](=O)[O-])nc2c1nc(C=N[N+](=O)[O-])n2N[N+](=O)[O-],164.4494949299926,1.7796505312912148,7738.708405514391,28.18578123687938,365.5779899219383,150.80487255593678
RNN_62,NC1=Nc2c([N+](=O)[O-])c([N+](=O)[O-])nn2C1=O,278.3750402164513,1.863109991196484,7748.637904379279,28.498201788614665,92.4450914313044,250.76617146149053
RNN_63,O=[N+]([O-])CN=c1nc([N+](=O)[O-])c([N+](=O)[O-])cn1N[N+](=O)[O-],137.1152392827555,1.7798992088588106,8417.684567532513,31.90634646183753,123.75522549820019,118.81434286585352
RNN_64,Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c1=NN[N+](=O)[O-],204.78160479253052,1.8551245797764082,8588.319186487584,34.98535213014206,414.7379944565405,126.18219479073106
RNN_65,NN1C([N+](=O)[O-])=Nc2c(nc([N+](=O)[O-])[nH]c2=N[N+](=O)[O-])N1N[N+](=O)[O-],128.70139124728416,1.8885804525761674,8686.731553015139,35.0997347255833,373.2877577804355,142.75660015735468
RNN_66,O=[N+]([O-])Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nnc21,147.95751071001322,1.903511229437603,8957.094591125096,37.162248549800836,475.8240002505547,129.63778149971793
RNN_67,N=c1[nH]c(C=N[N+](=O)[O-])c([N+](=O)[O-])[nH]1,245.62824427588848,1.745774182450179,7487.867774520979,26.239506192955176,47.32095787036738,189.050824952575
RNN_68,Nc1nn([N+](=O)[O-])c(=O)c2nn([N+](=O)[O-])c([N+](=O)[O-])c12,131.59870018358345,1.9124482930510092,8600.57132728781,35.1145364568796,150.3783673990845,163.84829534500597
RNN_69,NN=c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(N)c2nc(N)n(N[N+](=O)[O-])c12,175.73980491119517,1.7589481644608524,7770.795750831299,27.531266754804342,289.6700551054869,136.572889472415
RNN_70,NN=c1c2[nH]c(N[N+](=O)[O-])nc2c(=NN[N+](=O)[O-])[nH]c(=O)n1N[N+](=O)[O-],148.3963147605316,1.8196289254775837,7898.657295455983,29.616996105504327,240.59894878708636,130.67940685347054
RNN_71,Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c1=O,189.9397629219737,1.8631399619318967,8214.83333185437,31.996550054047198,170.60623982786646,139.0314051868486
RNN_72,Nc1nc([N+](=O)[O-])c2nn(N[N+](=O)[O-])nc([N+](=O)[O-])c1-2,177.26422458270844,1.8998520520985553,8536.259333144048,34.43697015410603,296.6773818747039,144.25881410034268
RNN_73,O=[N+]([O-])Nn1cnc2nc([N+](=O)[O-])nc([N+](=O)[O-])c21,158.742023555038,1.837051033277537,8242.503777836462,31.93434697196254,302.75024759955613,141.08522370507407
RNN_74,NC1=Nc2c(nc([N+](=O)[O-])n([N+](=O)[O-])c2=N[N+](=O)[O-])N=NN1[N+](=O)[O-],100.63810524262487,1.892295160734991,8714.942120089332,35.01098743274311,447.387172676325,151.3547572829307
RNN_75,NN=C=C1N=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C=C(N[N+](=O)[O-])N1,128.04345599742973,1.7760994872086444,7813.513661279106,28.068561074516815,438.98225655600675,158.73206469825857
RNN_76,Nn1c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)c21,129.38873422908063,1.8695038806450976,8216.93349966984,32.38199873282899,-21.950183209037533,128.59769224973843
RNN_77,Nn1nc([N+](=O)[O-])n2c(N[N+](=O)[O-])nn(N[N+](=O)[O-])c3nnc1n3-2,179.26021163592435,1.9050167798664697,8712.215751277072,36.45423467648634,734.7434143652267,148.00140599731282
RNN_78,NN1N=C(N[N+](=O)[O-])NN=C1[N+](=O)[O-],197.35438220040737,1.8691661043110062,8696.245807269377,34.84264502354512,311.6227487545027,177.1332778021773
RNN_79,Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])nn([N+](=O)[O-])c(=O)c12,201.0188352886719,1.9117753433900035,8740.049870317376,34.54028044064096,221.9007806809199,184.8127998540315
RNN_80,Nn1nnc2c(N[N+](=O)[O-])nc(N[N+](=O)[O-])n21,141.7182363047533,1.7979962366515911,8185.612841391354,31.592270094308613,494.6646823599825,135.84174450019276
RNN_81,O=[N+]([O-])c1nnc2nnc([N+](=O)[O-])n2n1,251.58570531732505,1.8971865727493218,8983.763297371277,38.06562310773482,608.9690161171725,198.18358225104956
RNN_82,NN=c1c2c(nc(N)n1[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2N[N+](=O)[O-],128.91937308782468,1.844108544944772,8141.600549841518,32.49148550216982,155.93398258378917,122.07768876005686
RNN_83,O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])n1N[N+](=O)[O-],181.94554974607377,1.9034199434220214,9113.368111615051,38.38880219895724,180.50503763221693,133.1653997160181
RNN_84,O=c1c(=NN[N+](=O)[O-])[nH]c([N+](=O)[O-])cc2nn(N[N+](=O)[O-])nc12,184.02311485173436,1.8711466673967951,8133.087126028424,30.61305712670413,205.13011362478542,150.27852917049935
RNN_85,Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=O)c21,171.91271755335652,1.9134267706794137,8584.238574667743,34.060931147362595,116.96681860511362,188.67181798950554
RNN_86,Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)c21,145.77966074668336,1.8830550637027308,8424.915885722943,33.09191909641875,151.24216229589504,152.2947241709516
RNN_87,O=C1C([N+](=O)[O-])=c2nnn([N+](=O)[O-])c2=C1N=N[N+](=O)[O-],112.65380594506368,1.825452177908398,8365.053677074768,32.03027685607232,308.3798039515535,106.10337813442752
RNN_88,Nc1nn([N+](=O)[O-])c([N+](=O)[O-])c1C=N[N+](=O)[O-],143.31432576323215,1.8505020005588562,8417.710330884267,33.06948799348426,198.71502521880146,140.36029664573252
RNN_89,Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])c21,257.33864943816286,1.8900802185446408,8614.942427995373,33.36826810182795,346.1635716226458,210.93348657001854
RNN_90,NC(=N[N+](=O)[O-])N=c1c(N)c(N=CN(N)C[N+](=O)[O-])[nH]n1N[N+](=O)[O-],160.75821025881066,1.6891118860686745,7335.181573439308,23.12537710765644,189.1032812063789,194.5696144692554
RNN_91,Nn1c(=O)c([N+](=O)[O-])c(N[N+](=O)[O-])n2c(N[N+](=O)[O-])nnc12,146.27721420598255,1.839102456003144,8301.671588380257,32.317205347767484,262.40517815130056,139.8318401988847
RNN_92,NC1N=C([N+](=O)[O-])NN1N[N+](=O)[O-],175.4354163901665,1.8077750477108552,8512.011775766387,31.617197710447922,115.40345248168038,153.00922556903876
RNN_93,O=[N+]([O-])N=Cc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1C=N[N+](=O)[O-],152.93467686405393,1.819493930633155,8188.732328641581,31.550444971785094,397.8356513490629,171.9034783731224
RNN_94,Nc1nn([N+](=O)[O-])c2c1=C(C=N[N+](=O)[O-])C=2[N+](=O)[O-],160.07702361263188,1.8064324021478149,7605.303648435785,26.622537653521242,262.0466141345664,146.05974877875104
RNN_95,NN=C1N=C([N+](=O)[O-])N(N[N+](=O)[O-])C=C(N[N+](=O)[O-])N1N,140.76573492771513,1.8225420158845278,8354.503432981695,32.07289151794954,337.49020517303813,184.59899846308315
RNN_96,NC1=C([N+](=O)[O-])NC(=NN[N+](=O)[O-])C([N+](=O)[O-])=C(N)[N+](=O)[N-]1,238.35630732310918,1.8357525665307506,8341.910912840041,32.23969236434894,218.3289833805139,192.06547046661274
RNN_97,O=[N+]([O-])Nc1nc([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],102.04184224060253,1.869896753964435,8564.910301984135,35.57982069488933,372.2065285834584,99.96163101165352
RNN_98,NN1C(=O)NC(=O)N(N[N+](=O)[O-])C(=O)N1N[N+](=O)[O-],171.94135244059112,1.8793330165097832,8286.310568768764,33.20847590930272,-210.33154271300253,138.82488007693075
RNN_99,Nn1nnc2c(=O)n(N[N+](=O)[O-])nc([N+](=O)[O-])c21,181.70663504333106,1.8405960398295718,8491.198018530373,32.429422252108935,324.27084122162614,153.0090014007848
RNN_100,N=c1n([N+](=O)[O-])cc([N+](=O)[O-])n1N[N+](=O)[O-],132.4292242070634,1.844631496317204,8644.39478862419,33.90330805647433,134.82347545392756,96.32432837115158
RNN_101,O=[N+]([O-])N=Cn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nn21,174.38104483298238,1.8725056179075692,8717.514818085827,36.210507459060786,446.19607838420177,165.6205456741294
RNN_102,N=c1c2c(nc(N)n1N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2N[N+](=O)[O-],125.64746566131168,1.8375975563260716,8000.8929433840785,31.078631260372887,131.03312967138217,114.19777039509734
RNN_103,NC1=Nc2nc([N+](=O)[O-])nc(N[N+](=O)[O-])c2C1=O,153.11214050429518,1.802366034949956,7221.473353425288,25.008514582312763,33.1653603123612,161.71031634697152
RNN_104,Nn1c([N+](=O)[O-])nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2c1=O,247.90697524419394,1.9014459601599296,8528.251477221876,33.99213208640074,186.01243912427597,175.90280539401073
RNN_105,NN1C([N+](=O)[O-])=Nc2c(nc([N+](=O)[O-])n2N)C(=NN[N+](=O)[O-])N1N[N+](=O)[O-],189.2526709495694,1.769766967269516,8381.706501453114,31.533579865503953,431.3964330012226,138.72363687370233
RNN_106,NN=C1C(=O)NC([N+](=O)[O-])=C1[N+](=O)[O-],250.6233675097325,1.8691846145842648,7645.807729222141,27.64969083678617,-86.89152873401656,221.227753991045
RNN_107,NC1N=NC(=NN[N+](=O)[O-])N1N[N+](=O)[O-],140.1617799081909,1.7719245529197787,8693.64492113508,33.21237415328237,369.8768753673887,147.57013567578548
RNN_108,Nn1ncc2c([N+](=O)[O-])nn([N+](=O)[O-])c21,230.9228623402652,1.829260196643941,8002.701833775582,29.625261542323813,317.8044329187086,170.29903819398896
RNN_109,O=[N+]([O-])NN1N=C([N+](=O)[O-])N=C2C(=NN=C2[N+](=O)[O-])N1[N+](=O)[O-],118.15499383825346,1.8986167082758107,9021.255036140883,38.520165858943244,483.1289824219872,122.67632089506621
RNN_110,NN1NC([N+](=O)[O-])=C([N+](=O)[O-])N(N)C1=O,253.58140090239812,1.8877289077005186,8452.27232191187,31.922328238992925,-31.64674010376109,194.2453870154863
RNN_111,Nc1c([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c1=NN[N+](=O)[O-],128.9384101685652,1.833324683892172,8211.6377669419,32.427080918345126,132.15696788805022,117.35082550834632
RNN_112,Nc1nc2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)c2n1[N+](=O)[O-],140.75075363031073,1.8546451203155585,8092.4289197789185,32.44682963379931,121.12784935373483,138.67784407677203
RNN_113,O=[N+]([O-])NN1N=CN2C([N+](=O)[O-])=NNC2=C1[N+](=O)[O-],151.1097527115798,1.9147920840966202,8506.726045280893,34.08612649066936,348.8495604915039,155.23167373759253
RNN_114,NC1=NOC([N+](=O)[O-])=C(N[N+](=O)[O-])N1N[N+](=O)[O-],108.38914316162607,1.8833236434293672,9057.593182948349,38.075711476669014,189.9763947160537,119.61953318478538
RNN_115,N=c1cc([N+](=O)[O-])nc([N+](=O)[O-])n1N[N+](=O)[O-],141.2540274615465,1.8221189187596354,8411.728080606603,31.6559141283455,148.93411745748162,124.64999375016252
RNN_116,Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nn21,266.5094233139797,1.8862412529459938,8932.588490935112,37.924113099682806,370.8022541405197,200.63668623146665
RNN_117,Nn1nc([N+](=O)[O-])n2c(N[N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nnc1n3-2,168.00644333780872,1.8348119409650447,8215.973284394993,32.3004800735101,748.2323090648109,150.80901415630115
RNN_118,Nc1c([N+](=O)[O-])nc2nnn([N+](=O)[O-])c2c1[N+](=O)[O-],198.6934446468477,1.8748136899102514,8360.563276412884,32.38258534522138,309.257002795129,175.78416342687356
RNN_119,O=C1NC(=O)N([N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C(=O)N1N[N+](=O)[O-],149.24899366562283,1.9474850227233804,8351.699774114168,33.30652714752915,-327.36238526754244,141.72327637877788
RNN_120,O=c1[nH]c2ncn(N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],155.6945119195857,1.8063095908230895,8160.29868125101,30.679095357830878,171.15418101690406,124.94579294850243
RNN_121,NN1C(=O)N([N+](=O)[O-])C(=O)C(=O)N(N)N([N+](=O)[O-])C1=O,161.0216314048384,1.9190154632412797,8271.736998426226,32.06078411101364,-328.0134558152538,149.98487610757454
RNN_122,C=C1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])C(=O)N1[N+](=O)[O-],96.67073005662257,1.808706996585971,7837.255044569331,28.444690460495124,120.6054668238938,122.4899672531165
RNN_123,O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])[nH]1,217.34615074189873,1.9227765193890045,8870.71037578662,37.59451026171003,80.88287058604502,191.8983268496894
RNN_124,Nc1nn(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],127.05845550962007,1.8933777224975974,8795.120398637255,36.57778138529006,46.37947410326444,114.18501117906797
RNN_125,Nn1c(=O)[nH]c2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,208.2730925930813,1.8417092592322628,8072.807247983552,31.39916377475523,130.13894799349245,133.83292132789572
RNN_126,N=c1nc([N+](=O)[O-])n(N[N+](=O)[O-])n1N[N+](=O)[O-],133.89374511100027,1.8989400234589189,9045.144634478269,38.40987931863721,255.56724080505492,105.86636981685889
RNN_127,NN1C([N+](=O)[O-])=Nc2c(nc([N+](=O)[O-])n2N)C(=O)N1[N+](=O)[O-],216.14037428268344,1.829269994073732,7940.762492779389,28.295303816860443,108.51866884793768,168.46596844514028
RNN_128,Nc1c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc2c1N,280.45699303234153,1.8814508520712807,8163.369975878541,31.05495360610457,328.6411693657027,245.45808035101345
RNN_129,NN1C(=C[N+](=O)[O-])N=C([N+](=O)[O-])N=C1N[N+](=O)[O-],149.85376776842668,1.8311722138740694,8297.59006726565,31.68102250295456,175.7444081667235,173.2638856835812
RNN_130,Nn1c(=O)[nH]c2c(=N[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,148.95331781270545,1.8518249428036817,8140.576380834667,31.89681571572981,94.8988240034474,130.65330043910632
RNN_131,Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])nn(N[N+](=O)[O-])c(=O)c21,148.35222958465982,1.8790222825280305,8583.957299486223,34.244160551286,208.79810196885202,152.95954841400274
RNN_132,Nn1nnnc1N[N+](=O)[O-],128.22665322062824,1.7889601141539497,8683.155296693198,34.455069874840916,463.12813301095673,115.8852649123275
RNN_133,NC1=Nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])C1=NN[N+](=O)[O-],183.01891214542619,1.8230062549839678,8245.067382885278,31.545030744035586,385.3169052800664,157.960440819192
RNN_134,Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nnc21,261.40958705348606,1.8265116741351861,8552.641490779833,33.107732051984485,514.5317624080844,195.59385392121226
